market,calendar_date,session_state,reconstruction_state,coverage_calendar,coverage_security_lifecycle,coverage_daily_price,coverage_market_status,coverage_corporate_action,coverage_fundamental,reason_codes
TPEX,2025-11-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-11-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-11-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-12-31,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-12-31,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-01,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-01-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-01-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-01-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
